City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
281,san vicente de canete,-13.0751,-76.3835,66.54,76,11,7.49,PE,1667511166
282,kemijarvi,66.7131,27.4306,36.3,98,100,6.69,FI,1667511166
283,bethel,41.3712,-73.414,65.35,56,0,3.74,US,1667511167
284,comodoro rivadavia,-45.8667,-67.5,67.86,40,0,6.91,AR,1667511008
285,mufumbwe,-13.6833,24.8,61.79,95,81,3.78,ZM,1667511168
286,margate,51.3813,1.3862,46.31,95,30,5.73,GB,1667511169
287,rantepao,-2.9701,119.8978,67.39,98,100,1.28,ID,1667511169
288,tiznit,29.5833,-9.5,66.11,55,56,0.49,MA,1667511169
289,dire dawa,9.5931,41.8661,70.75,53,28,4.27,ET,1667511170
290,berlevag,70.8578,29.0864,44.6,87,0,18.41,NO,1667511170
291,kichera,55.9375,110.0997,25.02,93,100,2.73,RU,1667511171
292,spanish town,17.9911,-76.9574,83.82,86,75,18.41,JM,1667510910
293,cabrobo,-8.5142,-39.31,88.61,42,98,4.09,BR,1667511172
294,hays,30.0502,-98.0336,82.54,67,52,5.01,US,1667511172
295,lagos,6.5833,3.75,79.12,89,83,4.0,NG,1667510888
296,bichura,50.5881,107.6022,20.32,75,99,4.45,RU,1667511173
297,balikpapan,-1.2675,116.8289,76.19,94,40,3.44,ID,1667511173
298,sorland,67.667,12.6934,48.06,77,100,10.29,NO,1667511174
299,nanakuli,21.3906,-158.1547,84.42,69,75,14.97,US,1667511174
300,nieuw amsterdam,5.8833,-55.0833,82.42,80,40,5.75,SR,1667511175
301,balkhash,46.844,74.9804,41.97,50,100,9.93,KZ,1667511175
302,omboue,-1.5746,9.2618,75.97,87,100,1.86,GA,1667511176
303,warrington,53.3925,-2.5802,46.62,86,0,9.22,GB,1667511176
304,gari,59.4307,62.3497,31.12,84,97,3.51,RU,1667511177
305,inongo,-1.95,18.2667,70.88,94,74,3.8,CD,1667511177
306,muli,2.9167,73.5667,81.01,78,81,14.34,MV,1667511178
307,constitucion,-35.3333,-72.4167,56.35,74,29,4.68,CL,1667511057
308,nara,34.6851,135.8049,57.7,73,94,1.52,JP,1667511178
309,jackson,42.4165,-122.8345,47.75,69,40,3.0,US,1667511179
310,korgen,66.0771,13.8153,48.52,90,98,5.39,NO,1667511179
311,cabo san lucas,22.8909,-109.9124,86.61,51,0,11.5,MX,1667510950
312,komsomolskiy,40.4272,71.7189,56.12,71,100,2.3,UZ,1667511180
313,menongue,-14.6585,17.691,66.72,82,87,3.38,AO,1667511181
314,havoysund,70.9963,24.6622,43.03,89,100,10.22,NO,1667511181
315,coihaique,-45.5752,-72.0662,86.61,54,2,3.51,CL,1667511182
316,pahrump,36.2083,-115.9839,55.94,28,12,11.99,US,1667511182
317,santona,43.4439,-3.4576,59.07,75,6,13.85,ES,1667511183
318,emba,48.8264,58.1442,31.23,79,100,13.24,KZ,1667511183
319,mayumba,-3.432,10.6554,74.39,86,99,3.29,GA,1667511184
320,provideniya,64.3833,-173.3,15.46,69,98,5.28,RU,1667511114
321,isla mujeres,21.2311,-86.731,84.25,82,99,11.97,MX,1667511185
322,belaya gora,68.5333,146.4167,-18.18,100,28,2.39,RU,1667511185
323,longhua,23.6137,114.1919,65.3,97,100,3.11,CN,1667511186
324,kwakoa,-3.7667,37.7167,68.14,84,8,5.12,TZ,1667511187
325,bonfim,3.0833,-59.95,73.35,96,100,3.4,BR,1667511187
326,totskoye,52.5248,52.7623,17.65,97,50,4.9,RU,1667511188
327,vila velha,-20.3297,-40.2925,64.35,93,100,13.0,BR,1667510913
328,kerema,-7.9631,145.7785,82.06,73,98,3.13,PG,1667511189
329,jensen beach,27.2545,-80.2298,83.08,71,40,13.8,US,1667511189
330,sobolevo,54.4299,31.8996,40.51,92,100,3.44,RU,1667511190
331,vila franca do campo,37.7167,-25.4333,70.2,97,69,6.6,PT,1667511190
332,xapuri,-10.6517,-68.5044,80.13,31,52,3.53,BR,1667511191
333,nome,64.5011,-165.4064,24.87,86,100,14.97,US,1667511131
334,marsa matruh,31.3525,27.2453,64.6,77,0,0.0,EG,1667511192
335,lavrentiya,65.5833,-171.0,14.23,75,27,7.2,RU,1667511192
336,kargasok,59.0556,80.8572,24.78,94,88,4.54,RU,1667511193
337,kasongo-lunda,-6.4667,16.8167,70.07,97,100,2.13,CD,1667511193
338,okhotsk,59.3833,143.3,25.7,87,100,10.42,RU,1667511194
339,san cristobal,7.7669,-72.225,78.98,95,80,5.26,VE,1667511194
340,maragogi,-9.0122,-35.2225,77.92,81,44,11.25,BR,1667511195
341,kalmunai,7.4167,81.8167,77.86,86,100,3.27,LK,1667511195
342,narsaq,60.9167,-46.05,41.22,59,100,15.48,GL,1667511196
343,yuryevets,57.3201,43.1041,34.79,90,100,6.96,RU,1667511196
344,denpasar,-8.65,115.2167,80.26,88,75,6.91,ID,1667511188
345,college,64.8569,-147.8028,14.58,83,100,11.5,US,1667511197
346,mount isa,-20.7333,139.5,67.77,22,0,10.36,AU,1667511198
347,verkhoyansk,67.5447,133.385,6.12,97,100,1.83,RU,1667511198
348,bangolo,7.0069,-7.475,74.21,81,100,1.57,CI,1667511199
349,husavik,66.0449,-17.3389,39.45,99,100,10.18,IS,1667511199
350,kloulklubed,7.0419,134.2556,83.66,70,100,2.53,PW,1667511200
351,palmer,42.1584,-72.3287,66.61,48,20,8.05,US,1667511171
352,tigzirt,36.8886,4.1198,67.68,79,99,9.42,DZ,1667511200
353,ahuimanu,21.4447,-157.8378,84.16,67,75,11.5,US,1667511201
354,camargo,27.6667,-105.1667,85.5,10,0,14.58,MX,1667511201
355,chumikan,54.7183,135.315,18.84,75,60,19.04,RU,1667511202
356,grindavik,63.8424,-22.4338,35.55,93,0,11.5,IS,1667511202
357,hualmay,-11.0964,-77.6139,67.1,72,5,9.66,PE,1667511203
358,ruteng,-8.6136,120.4721,64.24,91,88,1.68,ID,1667511203
359,nelson bay,-32.7167,152.15,62.01,86,88,3.0,AU,1667511204
360,santa cruz de la palma,28.6835,-17.7642,72.14,83,75,6.91,ES,1667511205
361,ust-kuyga,70.0167,135.6,7.99,97,100,3.15,RU,1667511205
362,katsuura,35.1333,140.3,69.04,60,100,22.79,JP,1667511206
363,alice,27.7523,-98.0697,84.36,65,40,17.27,US,1667511206
364,tibati,6.4667,12.6333,68.54,66,86,3.4,CM,1667511207
365,haines junction,60.7522,-137.5108,30.15,80,100,0.0,CA,1667511207
366,chara,56.9064,118.2631,13.21,91,100,2.01,RU,1667511208
367,woodstock,43.1334,-80.7497,59.88,75,6,8.99,CA,1667511208
368,sorkjosen,69.8,20.9333,42.8,70,75,4.61,NO,1667511208
369,wad rawah,15.1603,33.1397,80.37,23,1,15.52,SD,1667511209
370,tezu,27.9167,96.1667,62.58,47,17,4.61,IN,1667511210
371,palana,59.1167,159.9667,25.07,76,100,5.46,RU,1667511211
372,tautira,-17.7333,-149.15,75.7,80,99,18.7,PF,1667511211
373,puerto escondido,15.85,-97.0667,88.63,62,20,5.75,MX,1667511212
374,brae,60.3964,-1.353,48.94,72,83,20.6,GB,1667511212
375,kentville,45.0835,-64.4988,51.4,34,51,4.61,CA,1667511017
376,sibu,2.3,111.8167,75.51,100,40,3.44,MY,1667511038
377,franklin park,41.9353,-87.8656,73.2,50,75,16.11,US,1667511001
378,lesnoy,57.6198,63.0784,28.31,95,95,6.78,RU,1667511214
379,sioux lookout,50.1001,-91.917,42.87,81,100,12.66,CA,1667511214
380,paamiut,61.994,-49.6678,36.14,89,100,7.02,GL,1667511215
381,yar-sale,66.8333,70.8333,4.71,93,5,4.03,RU,1667511215
382,antofagasta,-23.65,-70.4,63.68,71,14,7.76,CL,1667511216
383,charters towers,-20.1,146.2667,73.51,56,0,15.17,AU,1667511216
384,nichinan,31.6,131.3667,65.88,84,34,5.12,JP,1667511217
385,quelimane,-17.8786,36.8883,76.35,82,100,6.31,MZ,1667511217
386,sturgis,41.7992,-85.4192,71.4,48,0,12.66,US,1667511218
387,humaita,-7.5061,-63.0208,79.25,52,47,3.4,BR,1667511218
388,palmas,-10.2128,-48.3603,87.67,55,20,3.44,BR,1667510936
389,alto araguaia,-17.3147,-53.2153,67.73,64,97,7.4,BR,1667511219
390,puerto colombia,10.9878,-74.9547,78.89,78,100,5.03,CO,1667511220
391,kushmurun,52.4503,64.6311,34.25,98,100,11.65,KZ,1667511220
392,qui nhon,13.7667,109.2333,73.04,84,93,6.8,VN,1667511221
393,karatau,43.1667,70.4667,50.0,66,96,2.66,KZ,1667511221
394,deder,9.3167,41.45,54.73,60,10,1.79,ET,1667511222
395,baruun-urt,46.6806,113.2792,18.68,60,2,8.86,MN,1667511222
396,alyangula,-13.8483,136.4192,84.58,47,46,16.73,AU,1667511223
397,imphal,24.8167,93.95,60.4,94,100,2.17,IN,1667511223
398,cherskiy,68.75,161.3,-22.56,95,7,4.97,RU,1667511224
399,bulanash,57.2783,61.9965,25.86,98,100,4.59,RU,1667511224
400,tadine,-21.55,167.8833,80.64,71,8,9.84,NC,1667511225
401,mabaruma,8.2,-59.7833,74.66,95,86,2.95,GY,1667511225
402,sechura,-5.5569,-80.8222,72.3,58,18,17.11,PE,1667511226
403,gao,16.6362,1.637,78.87,15,64,10.25,ML,1667511227
404,jalu,29.0331,21.5482,66.78,47,96,7.16,LY,1667511227
405,saint-augustin,51.226,-58.6502,35.35,35,100,11.59,CA,1667511227
406,tommot,58.9564,126.2925,20.25,96,100,5.28,RU,1667511228
407,atasu,48.6814,71.6433,34.65,74,84,9.19,KZ,1667511228
408,vaitape,-16.5167,-151.75,76.82,82,100,20.13,PF,1667511229
409,hambantota,6.1241,81.1185,75.54,100,40,1.14,LK,1667511229
410,kahului,20.8947,-156.47,89.62,60,40,20.71,US,1667511194
411,taunggyi,20.7833,97.0333,52.66,65,0,1.57,MM,1667511230
412,kavieng,-2.5744,150.7967,83.35,71,86,2.51,PG,1667511231
413,semey,50.4111,80.2275,36.68,86,70,4.65,KZ,1667511208
414,mounana,-1.4085,13.1586,69.8,98,97,1.74,GA,1667511231
415,san juan,-31.5375,-68.5364,82.74,10,77,16.67,AR,1667511110
416,banes,20.9625,-75.7186,79.47,69,52,9.71,CU,1667511232
417,barra dos coqueiros,-10.9089,-37.0386,80.62,74,20,13.8,BR,1667511233
418,maxixe,-23.8597,35.3472,71.24,86,93,5.21,MZ,1667511233
419,mogadishu,2.0371,45.3438,77.76,81,54,7.54,SO,1667511234
420,cermik,38.1361,39.4493,56.14,34,7,3.44,TR,1667511234
421,saldanha,-33.0117,17.9442,62.65,92,8,8.61,ZA,1667511235
422,pleasanton,37.6624,-121.8747,62.44,43,0,5.75,US,1667511235
423,plettenberg bay,-34.0527,23.3716,64.2,92,91,4.47,ZA,1667511236
424,tromso,69.6496,18.957,44.62,76,75,12.66,NO,1667511236
425,novyy urgal,51.0736,132.5642,15.73,88,16,2.01,RU,1667511230
426,saint-pierre,-21.3393,55.4781,76.57,73,0,4.61,RE,1667511237
427,yellandu,17.6,80.3333,70.21,94,1,1.21,IN,1667511237
428,stillwater,36.1156,-97.0584,75.47,68,100,20.71,US,1667511198
429,thesprotikon,39.25,20.7847,63.16,60,7,2.08,GR,1667511238
430,svetlogorsk,52.6333,29.7333,42.75,97,99,2.98,BY,1667511239
431,luderitz,-26.6481,15.1594,58.55,92,0,1.34,NA,1667511239
432,sao paulo de olivenca,-3.3783,-68.8725,74.5,75,24,0.43,BR,1667511240
433,santa cruz,-17.8,-63.1667,82.45,18,3,17.27,BO,1667511240
434,progreso,21.2833,-89.6667,80.11,87,99,8.93,MX,1667511241
435,ormara,25.2088,64.6357,78.39,71,0,11.77,PK,1667511241
436,akyab,20.15,92.9,75.85,83,0,9.24,MM,1667511242
437,sitka,57.0531,-135.33,44.49,70,75,8.05,US,1667511242
438,caluquembe,-13.7833,14.6833,60.76,87,100,4.23,AO,1667511243
439,dronfield,53.3022,-1.4751,45.25,89,14,5.28,GB,1667511243
440,seoul,37.5683,126.9778,36.84,58,0,6.91,KR,1667511021
441,umm kaddadah,13.6017,26.6876,72.54,19,56,12.66,SD,1667511244
442,nampula,-15.1165,39.2666,75.15,73,0,8.05,MZ,1667511244
443,cidreira,-30.1811,-50.2056,60.82,69,0,9.35,BR,1667511245
444,abancay,-13.6339,-72.8814,71.15,46,12,8.84,PE,1667511246
445,shestakovo,56.4915,103.96,24.13,98,100,2.26,RU,1667511246
446,umm lajj,25.0213,37.2685,75.87,57,24,9.35,SA,1667511246
447,pisco,-13.7,-76.2167,68.05,68,20,13.8,PE,1667511247
448,ostrovnoy,68.0531,39.5131,35.33,86,52,18.19,RU,1667511247
449,udalguri,26.7667,92.1333,63.73,73,0,3.85,IN,1667511248
450,khambhat,22.3,72.6167,78.17,40,0,6.58,IN,1667511248
451,tucuman,-26.8241,-65.2226,82.4,13,0,18.41,AR,1667511207
452,sinnamary,5.3833,-52.95,79.23,85,45,8.88,GF,1667511249
453,lubango,-14.9172,13.4925,60.53,89,59,4.5,AO,1667511250
454,parana,-31.732,-60.5238,80.51,32,97,12.41,AR,1667511115
455,dawlatabad,36.4141,64.9053,61.99,67,100,9.84,AF,1667511250
456,lorengau,-2.0226,147.2712,84.11,69,70,1.57,PG,1667511251
457,reconquista,-29.15,-59.65,73.63,33,70,7.67,AR,1667511251
458,inverell,-29.7833,151.1167,59.11,70,18,5.99,AU,1667511252
459,pimenta bueno,-11.6725,-61.1936,72.61,51,34,4.61,BR,1667511253
460,kwinana,-32.25,115.7667,63.0,84,10,1.99,AU,1667511253
461,bermeo,43.4209,-2.7215,57.81,76,10,18.7,ES,1667511254
462,korla,41.7597,86.1469,45.86,43,69,7.85,CN,1667511254
463,road town,18.4167,-64.6167,84.29,79,40,5.75,VG,1667511255
464,chipata,-13.6333,32.65,71.1,45,35,5.14,ZM,1667511255
465,beyneu,45.3167,55.2,40.64,82,53,9.35,KZ,1667511256
466,delijan,33.9905,50.6838,55.35,29,43,5.35,IR,1667511256
467,sarangani,5.4033,125.4636,82.09,77,100,5.59,PH,1667511257
468,namanga,-2.5433,36.7905,66.74,62,62,8.93,KE,1667511257
469,sao jose da coroa grande,-8.8978,-35.1478,78.12,80,37,12.28,BR,1667511258
470,aripuana,-9.1667,-60.6333,77.99,51,6,3.02,BR,1667511258
471,victoria,22.2855,114.1577,73.45,93,93,5.99,HK,1667511074
472,morogoro,-6.8167,37.6667,66.67,88,38,3.02,TZ,1667511259
473,gat,31.61,34.7642,66.88,67,0,4.21,IL,1667510969
474,badiraguato,25.3667,-107.5167,91.71,26,0,3.44,MX,1667511260
475,miri,4.4148,114.0089,77.14,94,20,3.44,MY,1667511260
476,tuy hoa,13.0833,109.3,73.47,89,97,4.97,VN,1667511261
477,aitape,-3.1374,142.3475,80.87,82,75,3.51,PG,1667511261
478,shimoda,34.6667,138.95,63.1,58,80,20.38,JP,1667511262
479,lowestoft,52.4752,1.7516,45.01,95,76,6.15,GB,1667511263
480,port hawkesbury,45.6169,-61.3485,47.79,69,0,4.61,CA,1667511126
481,dubai,25.2582,55.3047,84.13,51,0,3.44,AE,1667511014
482,tucurui,-3.7661,-49.6725,82.6,65,100,1.9,BR,1667511264
483,kulhudhuffushi,6.6221,73.07,81.3,75,91,8.77,MV,1667511264
484,amahai,-3.3333,128.9167,80.15,80,100,2.84,ID,1667511265
485,khudumelapye,-23.8833,24.75,68.58,72,95,15.19,BW,1667511265
486,sistranda,63.7256,8.834,49.96,75,100,6.29,NO,1667511266
487,kieta,-6.2167,155.6333,84.18,68,85,0.89,PG,1667511266
488,pacifica,37.6138,-122.4869,63.23,57,40,12.66,US,1667511037
489,santa isabel,-23.3156,-46.2214,60.51,87,77,6.08,BR,1667511267
490,cam ranh,11.9214,109.1591,76.96,78,20,4.61,VN,1667511030
491,ketchikan,55.3422,-131.6461,43.27,87,100,10.36,US,1667511268
492,gambo,4.6482,22.2633,69.35,99,97,0.67,CF,1667511268
493,san rafael,-34.6177,-68.3301,79.41,12,38,19.06,AR,1667511269
494,sharan,54.8167,54.0,24.48,97,53,3.96,RU,1667511269
495,byron bay,-28.65,153.6167,62.71,60,3,10.31,AU,1667511137
496,rio gallegos,-51.6226,-69.2181,78.85,31,75,13.8,AR,1667511093
497,beringovskiy,63.05,179.3167,15.64,92,100,9.84,RU,1667511270
498,calvinia,-31.4707,19.776,59.59,78,7,4.5,ZA,1667511271
499,villanueva de cordoba,38.3228,-4.6287,57.78,54,98,1.99,ES,1667511271
500,bestobe,52.4994,73.0975,38.89,61,100,11.18,KZ,1667511272
501,sile,41.1754,29.6133,56.07,71,18,7.56,TR,1667511272
502,santa fe,-31.6333,-60.7,80.98,30,95,7.0,AR,1667511206
503,nkayi,-4.1841,13.2884,73.65,93,71,1.07,CG,1667511273
504,te anau,-45.4167,167.7167,48.15,90,100,8.23,NZ,1667511273
505,shenjiamen,29.9576,122.298,64.63,63,97,17.78,CN,1667511274
506,limulunga,-15.0969,23.1376,69.44,76,56,6.46,ZM,1667511274
507,durant,33.994,-96.3708,77.49,70,100,16.11,US,1667511022
508,acatlan,20.15,-98.45,68.76,54,100,8.23,MX,1667511275
509,palu,-0.8917,119.8707,74.77,93,100,3.42,ID,1667511276
510,camocim,-2.9022,-40.8411,79.47,81,52,13.6,BR,1667511276
511,bluefields,12.0137,-83.7635,77.07,100,40,4.61,NI,1667511277
512,pangkalanbuun,-2.6833,111.6167,74.14,99,100,0.4,ID,1667511277
513,tigil,57.8,158.6667,25.18,93,100,2.84,RU,1667511278
514,banda aceh,5.5577,95.3222,75.79,89,100,4.79,ID,1667511279
515,mareeba,-17.0,145.4333,76.48,84,47,4.88,AU,1667511279
516,oksfjord,70.2396,22.3479,42.98,93,99,5.79,NO,1667511279
517,toora-khem,52.4675,96.11,17.08,93,67,2.19,RU,1667511280
518,martapura,-3.4167,114.85,77.09,100,94,1.14,ID,1667511280
519,karratha,-20.7377,116.8463,74.59,34,0,9.28,AU,1667511281
520,tyukhtet,56.5389,89.3011,30.72,93,100,6.13,RU,1667511281
521,russell,32.3502,-85.1999,79.88,41,0,4.61,US,1667511016
522,onega,63.9061,38.1404,28.87,87,27,1.77,RU,1667511282
523,salvador,13.8333,-88.9167,81.05,85,91,2.46,SV,1667511139
524,taoudenni,22.6783,-3.9836,77.16,14,38,10.33,ML,1667511283
525,madera,37.1666,-119.8343,57.0,59,11,1.99,US,1667511284
526,sangmelima,2.9333,11.9833,67.96,96,94,1.45,CM,1667511284
527,caucaia,-3.7361,-38.6531,80.55,76,0,8.05,BR,1667511285
528,tianmen,30.6516,113.1603,56.64,62,28,12.77,CN,1667511285
529,pevek,69.7008,170.3133,-15.75,99,39,3.58,RU,1667511286
530,novaya zaimka,56.4857,66.9241,32.79,98,100,7.14,RU,1667511286
531,jega,12.2175,4.3792,81.21,27,93,8.5,NG,1667511287
532,hokitika,-42.7167,170.9667,55.33,81,65,9.82,NZ,1667511287
533,englewood,39.6478,-104.9878,40.08,58,100,5.75,US,1667511287
534,padilla,3.2204,-76.3139,78.37,93,99,3.22,CO,1667511288
535,teya,60.3778,92.6267,25.41,98,100,1.54,RU,1667511289
536,tura,25.5198,90.2201,63.81,93,0,4.0,IN,1667511289
537,vao,-22.6667,167.4833,75.45,82,11,9.86,NC,1667511290
538,jaumave,23.4167,-99.3833,83.86,41,73,6.64,MX,1667511290
539,buala,-8.145,159.5921,82.89,76,87,6.76,SB,1667511291
540,fort-shevchenko,44.5086,50.263,47.61,66,44,19.24,KZ,1667511291
541,baiyin,36.5583,104.2081,40.19,66,5,2.98,CN,1667511292
542,maceio,-9.6658,-35.7353,78.24,83,20,10.36,BR,1667511074
543,rovaniemi,66.5,25.7167,36.81,100,100,8.05,FI,1667511293
544,horsham,51.064,-0.3272,48.7,94,40,3.44,GB,1667511293
545,khandyga,62.6667,135.6,-17.86,100,96,2.59,RU,1667511294
546,ekhabi,53.5102,142.9671,29.75,63,62,6.82,RU,1667511294
547,dingle,10.9995,122.6711,76.37,93,75,5.64,PH,1667511295
548,buchanan,5.8808,-10.0467,78.82,87,100,7.02,LR,1667511101
549,muros,42.7762,-9.0603,49.08,93,97,6.67,ES,1667511296
550,tuatapere,-46.1333,167.6833,51.01,80,98,13.65,NZ,1667511297
551,sri aman,1.2376,111.4621,75.25,94,100,0.0,MY,1667511297
552,meadow lake,34.8014,-106.5436,62.83,20,79,29.57,US,1667511298
553,aleksandrov gay,50.147,48.5704,36.39,91,100,8.86,RU,1667511298
554,acapulco,16.8634,-99.8901,84.02,74,0,11.5,MX,1667511299
555,bosobolo,4.1833,19.9,69.39,97,100,2.06,CD,1667511299
556,camopi,3.1655,-52.3158,73.63,98,99,5.06,GF,1667511300
557,port hedland,-20.3167,118.5667,66.25,59,0,6.91,AU,1667511093
558,ouadda,8.0777,22.4007,68.76,49,72,3.04,CF,1667511301
559,borba,-4.3878,-59.5939,77.7,64,72,3.33,BR,1667511301
560,kindia,10.0569,-12.8658,72.52,63,100,1.61,GN,1667511302
561,dongying,37.4564,118.4856,41.67,62,1,5.5,CN,1667511302
